worker_id,date,platform,amount,trips_completed,hours_worked,source
W00257,2026-03-06,swiggy,207.85,2,12.6,screenshot_ocr
W00257,2026-03-08,zomato,169.51,14,6.8,sms_parse
W00257,2026-03-08,dunzo,243.5,14,7.0,screenshot_ocr
W00257,2026-03-08,swiggy,297.4,7,13.9,sms_parse
W00257,2026-03-09,zomato,261.62,11,10.7,sms_parse
W00257,2026-03-09,blinkit,166.85,2,12.4,manual_entry
W00257,2026-03-09,swiggy,216.24,11,5.8,sms_parse
W00257,2026-03-09,dunzo,362.43,10,8.1,sms_parse
W00257,2026-03-11,swiggy,626.07,12,12.6,manual_entry
W00257,2026-03-11,zomato,544.92,1,13.8,manual_entry
W00257,2026-03-18,dunzo,265.86,9,11.9,manual_entry
W00257,2026-03-18,zomato,160.04,9,13.8,sms_parse
W00257,2026-03-18,swiggy,119.6,6,4.4,sms_parse
W00257,2026-03-18,blinkit,280.17,12,12.2,screenshot_ocr
W00257,2026-03-21,dunzo,124.34,9,6.1,screenshot_ocr
W00257,2026-03-21,zomato,184.92,13,7.5,screenshot_ocr
W00257,2026-03-22,blinkit,81.05,10,12.3,screenshot_ocr
W00257,2026-03-22,zomato,53.6,13,8.2,sms_parse
W00257,2026-03-22,dunzo,59.12,9,5.7,screenshot_ocr
W00257,2026-03-22,swiggy,61.61,4,3.6,manual_entry
W00257,2026-03-25,swiggy,233.8,13,3.8,sms_parse
W00257,2026-03-25,zomato,282.54,2,12.4,screenshot_ocr
W00257,2026-03-25,blinkit,327.17,4,8.5,screenshot_ocr
W00257,2026-03-25,dunzo,314.57,6,6.3,screenshot_ocr
W00257,2026-03-26,zomato,362.28,3,5.0,screenshot_ocr
W00257,2026-03-26,dunzo,324.68,2,3.3,screenshot_ocr
W00257,2026-03-26,swiggy,254.08,10,6.6,screenshot_ocr
W00257,2026-03-27,zomato,434.78,4,8.8,sms_parse
W00257,2026-03-27,blinkit,681.41,8,9.4,sms_parse
W00257,2026-03-30,zomato,120.73,15,6.5,sms_parse
W00257,2026-03-30,dunzo,287.59,7,8.1,sms_parse
W00257,2026-03-30,swiggy,304.6,15,11.3,screenshot_ocr
W00257,2026-03-30,blinkit,213.68,10,6.4,manual_entry
W00258,2026-01-01,rapido,671.0,3,7.8,manual_entry
W00258,2026-01-01,dunzo,679.86,11,3.1,screenshot_ocr
W00258,2026-01-02,ola,504.25,3,5.6,screenshot_ocr
W00258,2026-01-02,rapido,641.53,11,3.5,manual_entry
W00258,2026-01-04,ola,821.94,6,12.4,manual_entry
W00258,2026-01-04,dunzo,1020.1,14,10.4,manual_entry
W00258,2026-01-06,blinkit,326.28,7,6.6,sms_parse
W00258,2026-01-06,rapido,191.21,4,10.0,manual_entry
W00258,2026-01-06,ola,247.25,4,3.0,sms_parse
W00258,2026-01-06,dunzo,146.86,4,9.2,sms_parse
W00258,2026-01-08,rapido,116.82,6,9.8,sms_parse
W00258,2026-01-08,ola,261.53,3,8.4,sms_parse
W00258,2026-01-08,blinkit,295.29,2,6.6,screenshot_ocr
W00258,2026-01-08,dunzo,310.52,6,5.7,manual_entry
W00258,2026-01-10,dunzo,409.16,15,3.2,screenshot_ocr
W00258,2026-01-10,ola,540.58,11,11.4,sms_parse
W00258,2026-01-11,ola,893.41,2,7.0,screenshot_ocr
W00258,2026-01-18,blinkit,636.37,2,3.9,sms_parse
W00258,2026-01-18,rapido,448.37,2,6.3,manual_entry
W00258,2026-01-19,ola,1224.7,3,10.6,manual_entry
W00258,2026-01-21,blinkit,246.34,3,10.9,sms_parse
W00258,2026-01-21,ola,421.34,6,2.4,screenshot_ocr
W00258,2026-01-22,blinkit,524.38,6,10.1,screenshot_ocr
W00258,2026-01-22,dunzo,356.95,2,8.8,screenshot_ocr
W00258,2026-01-22,ola,510.08,2,12.0,manual_entry
W00258,2026-01-22,rapido,392.89,12,3.8,screenshot_ocr
W00258,2026-01-25,blinkit,325.6,15,2.8,screenshot_ocr
W00258,2026-01-25,dunzo,552.28,8,5.4,manual_entry
W00258,2026-01-25,rapido,223.29,6,13.7,manual_entry
W00258,2026-01-25,ola,237.92,11,9.8,sms_parse
W00258,2026-01-26,ola,321.17,12,9.8,sms_parse
W00258,2026-01-26,rapido,478.33,3,6.8,manual_entry
W00258,2026-01-26,dunzo,563.31,10,8.9,sms_parse
W00258,2026-01-26,blinkit,738.79,13,6.1,sms_parse
W00258,2026-01-27,ola,1142.34,1,6.8,sms_parse
W00258,2026-01-28,rapido,771.54,3,10.5,manual_entry
W00258,2026-01-28,ola,701.41,10,7.5,sms_parse
W00258,2026-01-30,dunzo,242.65,11,7.1,manual_entry
W00258,2026-01-30,ola,163.17,15,4.4,screenshot_ocr
W00258,2026-01-30,blinkit,167.53,13,12.5,sms_parse
W00258,2026-01-30,rapido,390.63,9,12.0,screenshot_ocr
W00258,2026-01-31,rapido,411.02,9,3.2,sms_parse
W00258,2026-01-31,ola,257.29,2,3.8,sms_parse
W00258,2026-01-31,dunzo,553.62,9,11.4,sms_parse
W00258,2026-01-31,blinkit,427.41,8,3.6,screenshot_ocr
W00258,2026-02-01,blinkit,594.52,4,9.8,sms_parse
W00258,2026-02-01,rapido,388.16,9,7.2,sms_parse
W00258,2026-02-04,blinkit,679.27,12,7.8,screenshot_ocr
W00258,2026-02-04,rapido,669.53,13,5.8,manual_entry
W00258,2026-02-06,blinkit,300.03,4,7.5,screenshot_ocr
W00258,2026-02-06,rapido,205.15,8,12.7,sms_parse
W00258,2026-02-06,dunzo,121.83,1,6.6,screenshot_ocr
W00258,2026-02-06,ola,204.33,13,6.5,screenshot_ocr
W00258,2026-02-07,ola,721.13,10,12.3,sms_parse
W00258,2026-02-07,blinkit,659.0,9,7.5,sms_parse
W00258,2026-02-07,rapido,641.98,9,10.4,manual_entry
W00258,2026-02-08,ola,208.95,15,5.1,manual_entry
W00258,2026-02-08,blinkit,328.78,13,2.7,screenshot_ocr
W00258,2026-02-08,rapido,163.38,2,3.3,manual_entry
W00258,2026-02-08,dunzo,367.98,5,11.2,sms_parse
W00258,2026-02-09,ola,313.1,7,12.3,screenshot_ocr
W00258,2026-02-09,rapido,623.65,2,12.6,sms_parse
W00258,2026-02-09,blinkit,349.13,13,13.6,manual_entry
W00258,2026-02-11,dunzo,2274.88,2,2.5,manual_entry
W00258,2026-02-12,rapido,500.88,14,12.5,manual_entry
W00258,2026-02-12,dunzo,345.7,11,7.5,sms_parse
W00258,2026-02-14,blinkit,115.98,12,7.9,manual_entry
W00258,2026-02-14,ola,127.09,1,2.2,sms_parse
W00258,2026-02-14,dunzo,135.84,9,4.7,manual_entry
W00258,2026-02-14,rapido,100.94,6,9.1,manual_entry
W00258,2026-02-18,rapido,443.97,4,12.5,sms_parse
W00258,2026-02-18,blinkit,505.58,6,7.4,sms_parse
W00258,2026-02-19,blinkit,1751.06,8,4.2,screenshot_ocr
W00258,2026-02-20,blinkit,416.03,15,12.4,screenshot_ocr
W00258,2026-02-20,ola,366.85,1,8.7,screenshot_ocr
W00258,2026-02-20,rapido,270.23,8,6.6,sms_parse
W00258,2026-02-21,dunzo,777.29,6,12.0,sms_parse
W00258,2026-02-21,rapido,1282.34,9,13.7,sms_parse
W00258,2026-02-24,blinkit,341.69,11,8.7,manual_entry
W00258,2026-02-24,dunzo,215.77,6,13.7,manual_entry
W00258,2026-02-28,ola,488.34,7,4.2,sms_parse
W00258,2026-02-28,dunzo,623.88,8,12.7,manual_entry
W00258,2026-02-28,blinkit,404.06,6,12.8,manual_entry
W00258,2026-03-02,rapido,291.44,12,11.1,manual_entry
W00258,2026-03-02,dunzo,174.0,14,8.2,sms_parse
W00258,2026-03-02,blinkit,196.86,1,5.3,screenshot_ocr
W00258,2026-03-02,ola,448.75,9,3.1,screenshot_ocr
W00258,2026-03-03,ola,317.74,7,13.1,manual_entry
W00258,2026-03-03,blinkit,337.89,11,9.7,screenshot_ocr
W00258,2026-03-03,rapido,181.47,1,4.1,sms_parse
W00258,2026-03-05,dunzo,336.56,9,8.9,sms_parse
W00258,2026-03-05,blinkit,290.02,6,10.5,manual_entry
W00258,2026-03-06,ola,1223.32,14,6.5,sms_parse
W00258,2026-03-09,ola,370.46,15,2.7,manual_entry
W00258,2026-03-09,rapido,386.14,13,11.8,sms_parse
W00258,2026-03-09,dunzo,236.62,8,11.7,manual_entry
W00258,2026-03-12,dunzo,2110.23,7,2.9,manual_entry
W00258,2026-03-14,blinkit,1899.34,6,12.8,manual_entry
W00258,2026-03-19,dunzo,1500.5,9,10.4,manual_entry
W00258,2026-03-20,ola,870.01,11,12.1,sms_parse
W00258,2026-03-20,dunzo,936.28,10,9.6,manual_entry
W00258,2026-03-23,blinkit,872.24,6,6.8,sms_parse
W00258,2026-03-24,dunzo,861.15,12,12.1,screenshot_ocr
W00258,2026-03-24,ola,757.16,2,10.1,manual_entry
W00258,2026-03-27,ola,861.66,14,7.6,manual_entry
W00258,2026-03-27,dunzo,532.45,5,5.4,screenshot_ocr
W00258,2026-03-29,ola,301.05,10,4.7,manual_entry
W00258,2026-03-29,dunzo,419.64,13,9.0,screenshot_ocr
W00258,2026-03-29,blinkit,271.06,3,9.1,sms_parse
W00258,2026-03-29,rapido,369.25,2,4.6,sms_parse
W00258,2026-03-30,dunzo,1019.83,6,12.4,manual_entry
W00258,2026-03-30,ola,852.51,7,4.7,manual_entry
W00258,2026-03-30,blinkit,620.56,3,13.9,screenshot_ocr
W00259,2026-01-05,zomato,211.83,2,7.2,sms_parse
W00259,2026-01-06,dunzo,200.75,8,9.2,screenshot_ocr
W00259,2026-01-06,rapido,221.13,12,3.5,sms_parse
W00259,2026-01-06,zomato,143.55,11,2.1,manual_entry
W00259,2026-01-07,rapido,322.22,14,7.4,manual_entry
W00259,2026-01-07,dunzo,474.82,5,6.1,screenshot_ocr
W00259,2026-01-07,zomato,423.11,3,4.7,screenshot_ocr
W00259,2026-01-08,zomato,566.24,13,6.9,screenshot_ocr
W00259,2026-01-08,uber,241.64,9,12.8,screenshot_ocr
W00259,2026-01-10,dunzo,728.47,8,10.7,screenshot_ocr
W00259,2026-01-10,zomato,477.05,3,2.6,manual_entry
W00259,2026-01-14,uber,317.47,10,6.3,manual_entry
W00259,2026-01-14,dunzo,423.6,15,2.7,screenshot_ocr
W00259,2026-01-15,zomato,181.13,8,7.1,screenshot_ocr
W00259,2026-01-15,uber,175.97,2,4.2,screenshot_ocr
W00259,2026-01-17,uber,130.27,12,10.4,manual_entry
W00259,2026-01-17,rapido,357.13,12,12.7,screenshot_ocr
W00259,2026-01-17,dunzo,202.2,12,4.2,screenshot_ocr
W00259,2026-01-17,zomato,316.88,1,8.8,manual_entry
W00259,2026-01-18,rapido,179.55,2,4.8,manual_entry
W00259,2026-01-18,uber,93.58,11,11.1,screenshot_ocr
W00259,2026-01-18,dunzo,78.87,11,5.7,screenshot_ocr
W00259,2026-01-20,rapido,209.9,5,3.0,manual_entry
W00259,2026-01-20,zomato,146.68,10,2.7,sms_parse
W00259,2026-01-20,uber,125.54,11,6.2,screenshot_ocr
W00259,2026-01-20,dunzo,116.7,3,12.4,manual_entry
W00259,2026-01-22,uber,167.74,2,10.3,sms_parse
W00259,2026-01-22,dunzo,113.54,13,13.8,manual_entry
W00259,2026-01-22,rapido,149.82,6,4.2,manual_entry
W00259,2026-01-23,zomato,222.83,2,8.9,screenshot_ocr
W00259,2026-01-23,rapido,371.47,4,5.6,sms_parse
W00259,2026-01-25,uber,193.37,7,11.2,manual_entry
W00259,2026-01-25,dunzo,183.61,10,13.2,manual_entry
W00259,2026-01-25,zomato,189.0,5,2.6,screenshot_ocr
W00259,2026-01-25,rapido,235.33,7,3.9,sms_parse
W00259,2026-01-26,dunzo,341.93,12,13.4,manual_entry
W00259,2026-01-26,zomato,320.36,15,2.4,screenshot_ocr
W00259,2026-01-26,uber,332.54,7,4.3,screenshot_ocr
W00259,2026-01-29,zomato,897.77,1,5.0,screenshot_ocr
W00259,2026-01-30,dunzo,180.68,6,12.4,manual_entry
W00259,2026-02-05,zomato,193.09,10,13.0,screenshot_ocr
W00259,2026-02-05,rapido,165.79,4,2.9,sms_parse
W00259,2026-02-05,uber,182.71,4,2.3,manual_entry
W00259,2026-02-07,rapido,323.66,1,10.2,screenshot_ocr
W00259,2026-02-09,rapido,263.25,7,2.1,screenshot_ocr
W00259,2026-02-09,dunzo,199.06,11,12.0,sms_parse
W00259,2026-02-09,zomato,358.09,5,5.3,sms_parse
W00259,2026-02-09,uber,245.91,1,8.7,sms_parse
W00259,2026-02-11,dunzo,506.4,2,12.3,sms_parse
W00259,2026-02-14,uber,512.56,2,2.5,manual_entry
W00259,2026-02-16,dunzo,429.62,14,11.9,screenshot_ocr
W00259,2026-02-16,rapido,679.27,8,5.6,sms_parse
W00259,2026-02-21,zomato,325.64,7,13.2,manual_entry
W00259,2026-02-21,uber,222.54,5,7.5,manual_entry
W00259,2026-02-23,rapido,568.5,2,9.3,screenshot_ocr
W00259,2026-02-27,zomato,103.54,14,10.0,manual_entry
W00259,2026-02-27,rapido,206.79,15,5.2,screenshot_ocr
W00259,2026-02-27,uber,134.69,13,4.6,sms_parse
W00259,2026-02-28,rapido,614.51,8,6.6,sms_parse
W00259,2026-03-03,uber,85.16,9,13.6,screenshot_ocr
W00259,2026-03-03,dunzo,215.54,5,7.3,sms_parse
W00259,2026-03-03,zomato,139.44,2,12.6,sms_parse
W00259,2026-03-04,zomato,275.69,9,8.2,screenshot_ocr
W00259,2026-03-04,dunzo,128.5,14,10.7,manual_entry
W00259,2026-03-04,rapido,128.95,5,12.5,sms_parse
W00259,2026-03-06,zomato,345.09,10,2.8,sms_parse
W00259,2026-03-06,dunzo,369.03,13,5.2,sms_parse
W00259,2026-03-06,rapido,333.83,1,3.0,manual_entry
W00259,2026-03-07,rapido,263.29,14,11.9,screenshot_ocr
W00259,2026-03-07,zomato,248.86,14,4.4,manual_entry
W00259,2026-03-08,rapido,225.21,13,12.1,manual_entry
W00259,2026-03-08,zomato,82.66,12,8.4,manual_entry
W00259,2026-03-08,dunzo,212.35,4,12.5,screenshot_ocr
W00259,2026-03-08,uber,228.87,9,7.5,sms_parse
W00259,2026-03-10,rapido,364.11,2,6.7,manual_entry
W00259,2026-03-11,dunzo,134.41,11,4.1,screenshot_ocr
W00259,2026-03-11,rapido,201.93,1,11.9,screenshot_ocr
W00259,2026-03-11,zomato,171.08,9,5.8,screenshot_ocr
W00259,2026-03-11,uber,220.61,9,5.6,screenshot_ocr
W00259,2026-03-12,uber,303.03,12,8.0,manual_entry
W00259,2026-03-12,zomato,261.25,10,13.7,sms_parse
W00259,2026-03-12,dunzo,208.54,10,12.1,sms_parse
W00259,2026-03-12,rapido,180.83,5,6.1,manual_entry
W00259,2026-03-13,rapido,186.41,1,3.3,manual_entry
W00259,2026-03-13,uber,233.3,2,4.8,sms_parse
W00259,2026-03-13,dunzo,374.65,2,3.1,manual_entry
W00259,2026-03-15,dunzo,201.34,15,8.1,sms_parse
W00259,2026-03-15,uber,160.18,13,4.3,screenshot_ocr
W00259,2026-03-15,rapido,173.25,15,10.4,sms_parse
W00259,2026-03-15,zomato,214.5,13,10.9,sms_parse
W00259,2026-03-17,zomato,1259.22,2,10.8,sms_parse
W00259,2026-03-19,uber,277.49,6,10.3,screenshot_ocr
W00259,2026-03-19,rapido,283.15,10,10.4,sms_parse
W00259,2026-03-21,uber,260.7,9,5.7,screenshot_ocr
W00259,2026-03-21,rapido,246.84,6,3.8,sms_parse
W00259,2026-03-22,uber,356.22,5,9.6,screenshot_ocr
W00259,2026-03-22,zomato,405.43,4,12.4,screenshot_ocr
W00259,2026-03-23,rapido,767.0,9,6.7,sms_parse
W00259,2026-03-23,uber,722.69,6,9.4,screenshot_ocr
W00259,2026-03-24,zomato,201.56,3,2.8,sms_parse
W00259,2026-03-24,rapido,159.45,6,11.5,manual_entry
W00259,2026-03-24,uber,268.0,10,11.5,manual_entry
W00259,2026-03-26,rapido,74.59,14,2.6,sms_parse
W00259,2026-03-26,dunzo,175.88,8,12.9,manual_entry
W00259,2026-03-29,uber,193.23,12,5.1,sms_parse
W00259,2026-03-29,rapido,348.79,4,13.2,sms_parse
W00259,2026-03-29,zomato,216.61,8,10.7,screenshot_ocr
W00259,2026-03-29,dunzo,142.25,9,12.4,sms_parse
W00259,2026-03-30,rapido,368.05,4,7.7,screenshot_ocr
W00259,2026-03-30,dunzo,365.91,12,3.6,sms_parse
W00259,2026-03-30,uber,240.14,7,8.8,screenshot_ocr
W00259,2026-03-31,dunzo,541.68,15,6.9,manual_entry
W00260,2026-01-01,blinkit,196.24,7,9.6,manual_entry
W00260,2026-01-03,blinkit,144.63,10,5.4,manual_entry
W00260,2026-01-05,blinkit,353.77,9,3.3,manual_entry
W00260,2026-01-06,blinkit,465.74,1,8.2,manual_entry
W00260,2026-01-08,blinkit,248.75,7,2.5,manual_entry
W00260,2026-01-09,blinkit,161.7,3,9.0,sms_parse
W00260,2026-01-12,blinkit,402.94,3,3.6,manual_entry
W00260,2026-01-13,blinkit,178.04,2,2.5,manual_entry
W00260,2026-01-15,blinkit,446.69,9,13.2,screenshot_ocr
W00260,2026-01-18,blinkit,164.89,7,9.2,sms_parse
W00260,2026-01-19,blinkit,176.35,13,7.5,screenshot_ocr
W00260,2026-01-23,blinkit,51.2,6,12.5,manual_entry
W00260,2026-01-24,blinkit,170.19,15,8.4,sms_parse
W00260,2026-01-26,blinkit,247.78,11,3.2,screenshot_ocr
W00260,2026-01-27,blinkit,177.1,4,7.1,screenshot_ocr
W00260,2026-01-29,blinkit,123.47,1,9.6,screenshot_ocr
W00260,2026-01-31,blinkit,532.4,8,2.3,manual_entry
W00260,2026-02-02,blinkit,323.62,8,4.6,sms_parse
W00260,2026-02-03,blinkit,242.22,14,4.2,screenshot_ocr
W00260,2026-02-06,blinkit,312.62,13,13.3,screenshot_ocr
W00260,2026-02-08,blinkit,145.09,12,11.5,screenshot_ocr
W00260,2026-02-09,blinkit,86.0,7,8.9,sms_parse
W00260,2026-02-11,blinkit,165.7,1,5.1,sms_parse
W00260,2026-02-14,blinkit,214.4,5,13.6,manual_entry
W00260,2026-02-16,blinkit,173.12,6,4.2,manual_entry
W00260,2026-02-17,blinkit,133.08,5,5.4,manual_entry
W00260,2026-02-20,blinkit,234.76,8,12.8,sms_parse
W00260,2026-02-21,blinkit,579.71,14,6.5,sms_parse
W00260,2026-02-22,blinkit,333.35,8,6.9,manual_entry
W00260,2026-02-23,blinkit,217.81,11,8.4,manual_entry
W00260,2026-02-24,blinkit,223.27,3,2.1,manual_entry
W00260,2026-02-25,blinkit,159.26,9,13.2,sms_parse
W00260,2026-02-28,blinkit,214.43,3,12.5,screenshot_ocr
W00260,2026-03-03,blinkit,182.7,10,12.8,manual_entry
W00260,2026-03-07,blinkit,316.18,3,5.2,manual_entry
W00260,2026-03-08,blinkit,153.75,4,2.9,manual_entry
W00260,2026-03-09,blinkit,461.9,2,13.5,sms_parse
W00260,2026-03-10,blinkit,407.81,3,12.1,screenshot_ocr
W00260,2026-03-11,blinkit,358.41,4,6.6,manual_entry
W00260,2026-03-14,blinkit,586.05,11,12.3,screenshot_ocr
W00260,2026-03-15,blinkit,171.14,15,8.2,manual_entry
W00260,2026-03-17,blinkit,78.99,8,8.4,sms_parse
W00260,2026-03-19,blinkit,326.92,11,5.1,screenshot_ocr
W00260,2026-03-22,blinkit,109.4,13,3.5,screenshot_ocr
W00260,2026-03-23,blinkit,126.97,11,10.1,screenshot_ocr
W00260,2026-03-28,blinkit,217.57,12,11.0,sms_parse
W00260,2026-03-30,blinkit,390.56,3,8.6,manual_entry
W00261,2026-01-02,swiggy,82.88,8,3.7,manual_entry
W00261,2026-01-02,blinkit,80.93,5,7.5,sms_parse
W00261,2026-01-03,blinkit,111.47,14,12.0,manual_entry
W00261,2026-01-03,swiggy,154.98,15,12.9,screenshot_ocr
W00261,2026-01-04,swiggy,744.42,9,4.3,manual_entry
W00261,2026-01-05,blinkit,300.93,2,8.4,screenshot_ocr
W00261,2026-01-05,swiggy,416.26,7,6.4,screenshot_ocr
W00261,2026-01-06,blinkit,143.69,9,4.4,manual_entry
W00261,2026-01-06,swiggy,145.78,15,10.1,screenshot_ocr
W00261,2026-01-08,blinkit,266.85,6,7.7,screenshot_ocr
W00261,2026-01-08,swiggy,205.86,6,11.9,manual_entry
W00261,2026-01-09,swiggy,597.69,4,5.4,manual_entry
W00261,2026-01-10,swiggy,919.77,7,9.0,screenshot_ocr
W00261,2026-01-11,swiggy,272.52,2,7.3,sms_parse
W00261,2026-01-12,swiggy,607.57,2,9.0,screenshot_ocr
W00261,2026-01-13,blinkit,386.03,10,12.1,manual_entry
W00261,2026-01-13,swiggy,296.16,11,6.6,manual_entry
W00261,2026-01-14,swiggy,138.0,11,11.2,screenshot_ocr
W00261,2026-01-14,blinkit,134.73,4,6.5,manual_entry
W00261,2026-01-16,swiggy,424.15,11,9.4,sms_parse
W00261,2026-01-17,blinkit,1175.9,1,8.1,sms_parse
W00261,2026-01-18,swiggy,176.38,10,9.7,sms_parse
W00261,2026-01-18,blinkit,156.69,14,5.6,sms_parse
W00261,2026-01-20,blinkit,887.85,8,2.2,screenshot_ocr
W00261,2026-01-21,swiggy,389.07,9,12.5,screenshot_ocr
W00261,2026-01-21,blinkit,379.73,12,8.7,manual_entry
W00261,2026-01-22,swiggy,220.56,9,10.9,manual_entry
W00261,2026-01-22,blinkit,260.8,13,10.5,sms_parse
W00261,2026-01-24,swiggy,598.74,5,3.8,screenshot_ocr
W00261,2026-01-25,blinkit,565.56,5,13.9,manual_entry
W00261,2026-01-26,swiggy,446.02,7,6.2,screenshot_ocr
W00261,2026-01-26,blinkit,425.4,12,7.3,screenshot_ocr
W00261,2026-01-27,swiggy,444.68,7,4.8,screenshot_ocr
W00261,2026-01-28,blinkit,164.01,5,6.0,sms_parse
W00261,2026-01-29,blinkit,250.3,4,10.4,sms_parse
W00261,2026-01-29,swiggy,437.69,3,7.0,screenshot_ocr
W00261,2026-01-30,swiggy,585.57,1,9.5,sms_parse
W00261,2026-01-31,blinkit,300.01,8,7.9,sms_parse
W00261,2026-01-31,swiggy,221.9,11,2.7,manual_entry
W00261,2026-02-02,blinkit,122.06,6,8.5,sms_parse
W00261,2026-02-03,blinkit,733.75,12,4.2,manual_entry
W00261,2026-02-04,swiggy,466.4,12,8.6,manual_entry
W00261,2026-02-04,blinkit,406.27,7,10.2,manual_entry
W00261,2026-02-05,blinkit,680.0,3,2.7,manual_entry
W00261,2026-02-05,swiggy,588.32,14,2.7,screenshot_ocr
W00261,2026-02-06,swiggy,435.61,2,6.7,sms_parse
W00261,2026-02-06,blinkit,222.01,6,10.2,screenshot_ocr
W00261,2026-02-07,blinkit,364.71,11,12.6,sms_parse
W00261,2026-02-07,swiggy,243.41,7,5.1,screenshot_ocr
W00261,2026-02-08,swiggy,740.62,7,2.6,manual_entry
W00261,2026-02-09,swiggy,296.18,4,12.7,sms_parse
W00261,2026-02-09,blinkit,668.32,6,3.1,screenshot_ocr
W00261,2026-02-10,blinkit,657.17,9,3.4,manual_entry
W00261,2026-02-11,swiggy,189.65,1,7.5,screenshot_ocr
W00261,2026-02-11,blinkit,129.1,4,8.9,screenshot_ocr
W00261,2026-02-12,swiggy,83.04,11,4.7,screenshot_ocr
W00261,2026-02-12,blinkit,133.46,10,11.0,manual_entry
W00261,2026-02-13,swiggy,258.49,9,6.3,manual_entry
W00261,2026-02-13,blinkit,284.44,14,13.2,manual_entry
W00261,2026-02-14,blinkit,370.85,15,8.1,manual_entry
W00261,2026-02-15,swiggy,128.88,15,8.5,sms_parse
W00261,2026-02-15,blinkit,143.81,5,9.7,screenshot_ocr
W00261,2026-02-16,blinkit,279.22,10,8.5,screenshot_ocr
W00261,2026-02-17,swiggy,192.9,11,2.5,screenshot_ocr
W00261,2026-02-18,blinkit,495.97,6,7.1,screenshot_ocr
W00261,2026-02-19,blinkit,364.42,12,4.7,sms_parse
W00261,2026-02-19,swiggy,270.94,11,7.5,screenshot_ocr
W00261,2026-02-21,blinkit,296.74,15,11.7,manual_entry
W00261,2026-02-23,swiggy,815.49,14,4.2,manual_entry
W00261,2026-02-24,blinkit,1034.58,4,3.0,sms_parse
W00261,2026-02-25,blinkit,365.97,14,13.4,screenshot_ocr
W00261,2026-02-25,swiggy,225.18,3,9.3,manual_entry
W00261,2026-02-27,blinkit,556.29,10,8.1,manual_entry
W00261,2026-02-27,swiggy,399.0,11,4.8,screenshot_ocr
W00261,2026-02-28,swiggy,624.24,11,6.8,sms_parse
W00261,2026-03-01,swiggy,168.21,8,12.7,screenshot_ocr
W00261,2026-03-01,blinkit,313.34,7,6.0,screenshot_ocr
W00261,2026-03-02,blinkit,1179.65,7,5.6,screenshot_ocr
W00261,2026-03-04,blinkit,117.71,14,6.7,sms_parse
W00261,2026-03-04,swiggy,178.79,5,10.9,manual_entry
W00261,2026-03-05,swiggy,663.74,14,6.0,screenshot_ocr
W00261,2026-03-06,swiggy,327.85,11,8.7,manual_entry
W00261,2026-03-08,swiggy,307.45,10,11.0,screenshot_ocr
W00261,2026-03-10,blinkit,237.38,8,5.0,manual_entry
W00261,2026-03-11,blinkit,470.04,8,11.8,sms_parse
W00261,2026-03-12,blinkit,471.71,13,2.8,screenshot_ocr
W00261,2026-03-12,swiggy,513.02,7,9.8,sms_parse
W00261,2026-03-15,swiggy,281.95,7,5.5,manual_entry
W00261,2026-03-15,blinkit,364.79,11,4.4,manual_entry
W00261,2026-03-16,blinkit,586.95,11,3.4,manual_entry
W00261,2026-03-17,blinkit,420.98,14,9.2,screenshot_ocr
W00261,2026-03-17,swiggy,357.34,14,11.8,manual_entry
W00261,2026-03-18,blinkit,859.53,7,7.1,manual_entry
W00261,2026-03-20,swiggy,385.97,12,6.9,sms_parse
W00261,2026-03-20,blinkit,512.03,2,9.6,manual_entry
W00261,2026-03-21,blinkit,657.65,8,5.2,sms_parse
W00261,2026-03-22,swiggy,102.61,4,2.5,screenshot_ocr
W00261,2026-03-22,blinkit,92.88,12,4.1,screenshot_ocr
W00261,2026-03-23,swiggy,576.64,12,6.6,screenshot_ocr
W00261,2026-03-24,swiggy,227.99,13,10.9,manual_entry
W00261,2026-03-24,blinkit,194.75,4,9.5,sms_parse
W00261,2026-03-25,blinkit,473.53,9,3.5,manual_entry
W00261,2026-03-26,blinkit,198.11,9,10.0,sms_parse
W00261,2026-03-26,swiggy,92.73,8,10.3,manual_entry
W00261,2026-03-27,blinkit,347.88,6,8.7,manual_entry
W00261,2026-03-27,swiggy,517.04,4,8.6,screenshot_ocr
W00261,2026-03-28,swiggy,444.05,14,6.4,sms_parse
W00261,2026-03-29,blinkit,320.62,7,2.5,manual_entry
W00261,2026-03-29,swiggy,382.6,5,8.3,sms_parse
W00261,2026-03-30,swiggy,1094.6,11,5.3,manual_entry
W00261,2026-03-31,swiggy,329.99,15,7.0,manual_entry
W00261,2026-03-31,blinkit,329.03,1,9.4,manual_entry
W00262,2026-01-01,ola,1177.9,14,5.2,sms_parse
W00262,2026-01-02,ola,2061.88,10,9.8,sms_parse
W00262,2026-01-04,ola,1529.26,2,6.2,sms_parse
W00262,2026-01-05,ola,2086.46,12,13.6,sms_parse
W00262,2026-01-06,ola,1005.04,3,10.2,sms_parse
W00262,2026-01-07,ola,2180.4,2,9.9,screenshot_ocr
W00262,2026-01-08,ola,697.52,11,2.9,screenshot_ocr
W00262,2026-01-09,ola,2039.1,15,7.8,sms_parse
W00262,2026-01-10,ola,877.52,14,8.9,screenshot_ocr
W00262,2026-01-11,ola,2021.68,11,2.5,manual_entry
W00262,2026-01-12,ola,834.91,5,11.3,sms_parse
W00262,2026-01-13,ola,1274.38,5,2.6,manual_entry
